price,area,floor_number,bedroom_number,is_dinning_room,is_kitchen,is_terrace,is_car_pack,type,street_in_front_of_house,width,height,city,district
6.3,45.0,5.0,4.0,1,1,1,1,0,6.0,3.9,14.383711086411271,1,1
1.26,70.0,2.0,4.0,0,0,0,0,0,5.0,5.0,15.0,0,1
7.8,95.0,2.0,5.0,0,0,0,0,0,6.0,4.785596879535559,14.383711086411271,0,1
3.3,35.0,5.0,3.0,1,1,1,0,0,4.0,4.785596879535559,14.383711086411271,1,0
11.0,140.0,3.0,4.0,0,0,0,0,1,8.0,5.0,28.0,0,0
4.8,60.0,4.0,4.0,1,1,1,1,1,12.0,4.0,15.0,0,0
4.2,35.0,1.0,2.0,1,1,1,0,0,3.0,3.5,10.0,0,1
7.5,55.0,3.0,5.0,1,1,1,1,1,16.0,3.7,15.0,0,1
4.6,50.0,5.0,6.0,1,1,1,0,0,3.0,4.5,12.0,1,0
5.7,58.0,5.0,4.0,1,1,1,1,0,5.0,4.0,14.383711086411271,1,1
5.75,54.0,5.0,2.0,0,0,0,0,0,2.5,4.785596879535559,14.383711086411271,1,0
3.7,48.0,5.0,6.0,1,1,1,0,0,4.0,4.6,14.383711086411271,1,0
11.38,86.0,6.0,8.0,1,1,1,1,1,5.0,6.8,12.6,1,1
14.3,105.0,2.0,4.0,1,1,1,1,0,8.0,6.7,16.0,0,1
4.2,42.0,5.0,4.0,1,1,1,0,0,2.4,4.0,14.383711086411271,1,0
3.65,42.0,5.0,5.0,1,1,1,1,0,4.0,5.0,14.383711086411271,1,1
4.5,38.0,5.0,8.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,1
2.98,44.0,3.0,2.0,0,0,0,0,0,3.0,4.0,14.383711086411271,1,1
10.5,72.0,4.0,5.0,1,1,1,1,1,12.0,4.0,15.0,0,1
28.5,138.0,4.0,5.0,0,0,0,0,1,14.0,6.3,23.0,0,1
5.05,55.0,5.0,4.0,0,0,0,0,0,4.0,4.0,14.383711086411271,1,0
13.0,55.0,5.0,4.0,0,0,0,0,1,12.0,5.0,11.0,1,0
3.0,29.0,3.0,3.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,1
8.5,60.0,5.0,4.0,1,1,1,1,0,4.0,4.785596879535559,14.383711086411271,1,1
5.4,48.0,4.0,4.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,1
4.09,56.0,4.0,3.0,0,0,0,0,0,3.0,4.0,14.0,0,1
3.75,41.0,5.0,4.0,0,0,0,0,0,3.0,4.0,14.383711086411271,1,0
9.0,54.0,6.0,5.0,0,0,0,0,1,6.0,4.6,12.0,1,1
2.75,30.0,2.0,2.0,1,1,0,0,0,5.0,3.6,9.0,0,0
6.0,57.0,4.0,4.0,1,1,1,0,0,3.0,8.0,14.383711086411271,1,1
9.5,60.0,4.0,4.0,1,1,1,1,1,10.0,4.785596879535559,14.383711086411271,1,1
17.0,60.0,4.0,8.0,0,0,0,0,1,15.0,4.785596879535559,14.383711086411271,0,1
2.9,33.0,4.0,4.0,0,0,0,0,0,2.8,3.4,14.383711086411271,1,1
3.0,60.0,2.0,3.0,1,1,1,0,0,4.0,4.785596879535559,14.383711086411271,0,1
8.499,57.0,7.0,10.0,1,1,1,1,0,4.0,4.0,16.0,1,0
19.9,99.0,2.0,3.0,1,1,1,1,1,8.0,7.5,14.383711086411271,1,0
9.5,33.0,5.0,4.0,1,1,1,1,1,20.0,4.0,8.0,1,1
12.8,70.0,5.0,4.0,1,1,1,1,0,6.0,4.0,14.383711086411271,1,1
6.0,34.0,6.0,4.0,1,1,1,1,0,7.0,4.785596879535559,14.383711086411271,1,1
4.8,52.0,2.0,4.0,1,1,1,0,0,4.0,4.0,13.0,0,1
16.5,35.0,5.0,6.0,1,1,1,0,1,20.0,4.5,14.383711086411271,1,1
28.0,118.0,4.0,6.0,1,1,1,0,1,3.0,6.8,14.383711086411271,1,1
7.7,65.0,5.0,6.0,1,1,1,1,1,5.0,4.0,16.0,1,1
1.43,33.0,1.0,3.9819748527213576,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,0
8.4,135.0,1.0,2.0,1,1,0,1,0,7.0,5.0,27.0,0,1
3.4,40.0,5.0,5.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,1
4.7,68.0,3.0,6.0,1,1,1,1,0,6.0,4.785596879535559,14.383711086411271,0,0
23.0,43.0,5.0,4.0,1,1,1,1,1,15.0,7.0,6.0,1,1
4.2,35.0,5.0,3.0,1,1,1,0,0,2.5,3.6,14.383711086411271,1,1
3.5,52.0,5.0,5.0,0,0,0,0,0,6.0,4.785596879535559,14.383711086411271,1,1
5.6,54.0,4.0,3.0,1,1,1,1,1,4.0,4.785596879535559,14.383711086411271,1,1
24.5,97.0,8.0,6.0,0,0,0,0,1,5.0,4.785596879535559,14.383711086411271,1,1
7.0,56.0,5.0,4.0,0,0,0,0,1,10.0,4.785596879535559,14.383711086411271,1,1
5.8,38.0,2.0,2.0,0,0,0,0,0,4.0,3.5,10.5,0,1
9.2,70.0,4.0,5.0,0,0,0,0,0,10.0,4.0,18.0,0,1
6.8,60.0,4.0,5.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,1
2.6,32.0,5.0,4.0,1,1,1,1,0,2.6,3.2,10.0,1,0
4.6,35.0,4.0,3.0,1,1,1,0,0,3.0,4.1,14.383711086411271,1,1
5.2,50.0,4.0,4.0,0,0,0,0,0,6.0,4.785596879535559,14.383711086411271,1,1
1.8,30.0,4.0,4.0,0,0,0,0,0,3.0,3.5,10.0,1,0
2.8,31.0,4.0,3.0,1,1,1,1,0,4.5,4.785596879535559,14.383711086411271,1,0
4.35,42.0,4.0,4.0,0,0,0,0,1,4.0,4.785596879535559,14.383711086411271,1,1
4.0,50.0,5.0,4.0,0,0,0,0,0,3.0,4.0,12.0,1,1
1.2,65.0,2.0,4.0,0,0,0,0,0,8.0,4.5,14.5,0,1
4.8,96.0,2.0,4.0,1,1,1,1,1,8.0,5.0,19.0,0,1
15.2,60.0,4.0,4.0,1,1,1,1,1,20.0,3.6,16.0,1,1
19.0,80.0,4.0,5.0,0,0,0,0,1,9.0,4.785596879535559,14.383711086411271,0,1
15.5,80.0,3.0,6.0,0,0,0,0,0,8.0,5.0,18.0,0,1
4.5,53.0,4.0,3.0,0,0,0,0,0,2.5,3.8,14.0,1,1
6.2,100.0,5.0,5.0,0,0,0,0,0,5.0,4.785596879535559,14.383711086411271,0,0
7.35,37.0,4.0,2.0,1,1,1,1,0,4.0,4.0,9.2,1,1
3.7,48.0,2.0,2.0,1,1,1,1,0,13.0,3.8,14.383711086411271,1,1
10.0,55.0,6.0,5.0,1,1,1,1,0,3.0,4.5,14.383711086411271,1,1
11.0,75.0,6.0,6.0,0,0,0,0,1,6.0,4.785596879535559,14.383711086411271,1,1
3.15,35.0,5.0,5.0,1,1,1,0,0,3.5,4.785596879535559,14.383711086411271,1,1
3.35,32.0,5.0,3.0,1,1,1,0,0,3.0,4.785596879535559,14.383711086411271,1,1
15.5,84.0,4.0,3.0,0,0,0,0,0,8.0,4.0,21.0,0,1
13.5,120.0,5.0,6.0,1,1,1,1,1,10.0,4.785596879535559,14.383711086411271,1,1
5.0,52.0,5.0,4.0,0,0,0,0,1,5.0,4.5,11.0,1,0
3.45,40.0,2.0,3.0,1,1,1,1,0,4.0,4.0,10.0,0,0
3.5,31.0,6.0,4.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,1
3.9,34.0,4.0,4.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,1
16.0,78.0,4.0,4.0,0,0,0,0,0,6.0,4.785596879535559,14.383711086411271,1,1
2.8,43.0,4.0,4.0,0,0,0,0,0,1.5,4.785596879535559,14.383711086411271,1,1
5.45,64.0,2.0,3.0,1,1,1,1,0,5.0,4.0,16.0,0,1
16.0,130.0,7.0,3.9819748527213576,0,0,0,0,0,4.0,7.0,18.0,1,1
2.5,33.0,1.0,2.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,1
6.35,50.0,3.0,3.0,0,0,0,0,0,5.0,4.0,12.5,0,1
3.25,32.0,2.0,2.0,0,0,0,0,0,2.0,4.785596879535559,14.383711086411271,0,1
2.0,38.0,5.0,4.0,0,0,0,0,0,5.0,4.785596879535559,14.383711086411271,1,0
42.0,56.0,3.0,3.0,0,0,0,0,1,20.0,7.0,8.0,0,1
16.0,72.0,4.0,8.0,0,0,0,1,1,20.0,4.0,18.0,0,1
3.15,40.0,2.0,2.0,0,0,0,0,0,2.0,4.785596879535559,14.383711086411271,0,0
13.9,59.0,4.0,7.0,0,0,0,0,0,8.0,4.5,16.5,0,1
15.5,30.0,5.0,5.0,0,0,0,0,1,16.0,3.0,10.0,0,1
5.0,88.0,3.803934157259287,3.9819748527213576,0,0,0,0,1,6.557369732198463,4.785596879535559,14.383711086411271,0,0
16.5,55.0,4.0,5.0,0,0,0,0,1,10.0,5.0,12.0,0,1
8.3,101.0,2.0,2.0,0,0,0,0,0,7.0,4.6,22.0,0,1
6.5,43.0,6.0,6.0,1,1,1,1,0,10.0,3.5,14.383711086411271,1,1
6.75,110.0,1.0,2.0,1,1,1,1,1,16.0,4.2,14.383711086411271,0,0
8.5,63.0,4.0,3.0,0,0,0,0,0,5.0,4.785596879535559,14.383711086411271,1,1
7.5,50.0,5.0,4.0,0,0,0,0,0,6.0,4.785596879535559,14.383711086411271,1,1
8.5,41.0,5.0,4.0,1,1,1,1,0,4.0,3.9,14.383711086411271,1,1
6.6,84.0,3.0,4.0,1,1,1,1,0,5.0,5.0,17.0,0,1
3.0,42.0,5.0,6.0,0,0,0,0,0,2.0,3.6,14.383711086411271,1,1
3.7,40.0,4.0,3.0,0,0,0,0,0,4.0,4.785596879535559,14.383711086411271,1,0
7.0,56.0,3.0,4.0,1,1,1,1,1,10.0,4.0,14.0,0,1
6.0,90.0,5.0,6.0,1,1,1,1,1,5.0,4.785596879535559,14.383711086411271,1,1
3.45,33.0,4.0,3.0,1,1,1,0,0,2.0,4.6,7.2,1,1
4.9,30.0,5.0,3.0,1,1,1,1,0,7.0,3.3,9.0,1,1
22.0,80.0,8.0,3.0,1,1,1,1,1,10.0,6.0,14.383711086411271,1,1
3.3,36.0,5.0,3.0,1,1,1,1,0,3.0,3.26,14.383711086411271,1,0
23.0,75.0,4.0,5.0,1,1,1,1,1,20.0,4.785596879535559,14.383711086411271,1,1
3.98,33.0,2.0,2.0,0,0,0,0,0,4.0,4.785596879535559,14.383711086411271,0,1
6.5,75.0,5.0,4.0,0,0,0,0,0,3.0,7.0,10.3,1,1
6.6,45.0,6.0,4.0,1,1,1,0,0,2.5,4.785596879535559,14.383711086411271,1,1
19.4,50.0,7.0,6.0,1,1,1,1,1,20.0,5.0,10.0,1,1
7.5,38.0,6.0,6.0,1,1,1,1,0,3.0,3.8,10.0,1,1
7.8,68.0,3.0,5.0,0,0,0,0,0,5.0,4.785596879535559,14.383711086411271,0,1
6.18,60.0,5.0,4.0,1,1,1,1,1,5.0,6.0,10.0,1,0
5.38,62.0,1.0,2.0,0,0,0,0,0,3.5,4.785596879535559,14.383711086411271,0,1
18.0,150.0,3.0,5.0,0,0,0,0,1,20.0,5.0,30.0,0,1
39.0,66.0,6.0,3.9819748527213576,0,0,0,0,1,0.0,4.6,14.5,0,1
2.6,60.0,4.0,5.0,0,0,0,0,0,4.0,4.785596879535559,14.383711086411271,1,1
4.6,57.0,2.0,4.0,0,0,0,0,1,8.0,4.5,14.0,1,0
5.0,50.0,1.0,2.0,0,0,0,0,1,10.0,4.785596879535559,14.383711086411271,0,1
7.75,50.0,5.0,6.0,1,1,1,0,0,5.0,4.3,14.383711086411271,1,1
7.65,55.0,1.0,2.0,0,0,0,0,1,14.0,4.785596879535559,14.383711086411271,0,1
9.5,137.0,3.0,6.0,1,1,0,0,0,3.0,9.0,14.383711086411271,1,0
8.9,75.0,5.0,4.0,1,1,1,1,0,4.0,4.785596879535559,14.383711086411271,1,0
14.0,75.0,4.0,5.0,1,1,1,1,1,12.0,4.5,17.0,0,1
1.7,25.0,4.0,2.0,1,1,1,0,0,3.0,4.785596879535559,14.383711086411271,1,1
2.85,42.0,4.0,4.0,0,0,0,0,0,2.5,6.0,7.0,1,0
8.9,45.0,7.0,4.0,1,1,1,1,0,9.0,14.0,14.383711086411271,1,1
18.0,70.0,6.0,6.0,0,0,0,0,1,8.0,6.0,13.0,1,1
39.0,86.0,8.0,6.0,1,1,1,1,1,8.0,4.785596879535559,14.383711086411271,1,1
4.15,40.0,5.0,4.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,1
4.349,51.0,4.0,4.0,1,1,1,1,1,7.0,4.3,12.0,0,0
8.5,85.0,1.0,2.0,0,0,0,1,0,8.0,6.0,14.0,0,1
5.9,70.0,3.0,3.0,1,1,1,1,0,5.0,4.785596879535559,14.383711086411271,0,1
8.0,80.0,3.0,4.0,1,1,1,1,0,5.0,4.785596879535559,14.383711086411271,1,1
3.2,35.0,5.0,6.0,1,1,1,1,0,2.5,4.5,14.383711086411271,1,1
8.0,100.0,3.0,5.0,0,0,0,0,1,12.0,4.0,25.0,0,0
2.1,24.0,2.0,2.0,0,0,0,0,0,2.0,3.0,8.0,0,1
4.7,56.0,3.0,3.0,0,0,0,0,0,2.0,7.5,7.4,1,1
2.5,26.0,5.0,3.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,1
6.0,50.0,5.0,5.0,0,0,0,0,0,3.0,4.0,14.383711086411271,1,1
13.0,70.0,3.0,3.0,0,0,0,0,1,8.0,4.0,14.383711086411271,1,1
4.65,60.0,4.0,4.0,1,1,1,1,0,3.0,4.0,14.383711086411271,1,0
10.5,50.0,5.0,6.0,1,1,1,1,1,9.0,4.5,14.383711086411271,1,1
31.0,92.0,7.0,5.0,1,1,1,1,1,16.0,7.0,14.383711086411271,1,1
2.75,35.0,1.0,1.0,1,1,1,0,0,3.0,4.785596879535559,14.383711086411271,1,0
2.65,32.0,4.0,3.0,1,1,1,0,0,4.0,3.2,10.0,1,1
3.5,35.0,5.0,4.0,1,1,1,1,1,3.0,5.5,6.5,1,0
3.3,100.0,3.0,5.0,1,1,1,1,1,8.0,5.0,20.0,0,1
4.4,45.0,5.0,5.0,0,0,0,0,0,5.0,4.785596879535559,14.383711086411271,1,1
3.65,36.0,4.0,4.0,0,0,0,0,0,2.5,3.5,10.0,1,1
5.4,40.0,6.0,6.0,1,1,1,0,0,5.0,4.3,1.0,1,0
15.0,125.0,4.0,5.0,1,1,1,1,1,12.0,4.785596879535559,14.383711086411271,1,0
3.5,45.0,5.0,4.0,1,1,1,0,0,4.5,3.9,14.383711086411271,1,0
6.5,80.0,2.0,3.0,1,1,1,0,0,3.0,5.0,16.0,0,1
2.95,50.0,4.0,3.0,1,1,1,0,1,2.0,3.5,14.383711086411271,1,1
3.65,45.0,3.0,3.0,1,1,1,1,0,3.0,3.8,12.0,1,1
2.95,29.0,4.0,3.0,1,1,1,1,0,1.5,4.0,7.3,1,1
4.15,45.0,5.0,4.0,1,1,1,0,0,2.5,4.0,14.383711086411271,1,0
1.39,32.0,1.0,2.0,0,0,0,0,1,5.0,3.2,10.0,0,0
12.5,104.0,1.0,3.0,0,1,0,0,1,15.0,5.75,18.0,0,1
4.6,56.0,5.0,5.0,1,1,1,1,0,4.0,4.5,14.383711086411271,1,0
7.3,71.0,3.0,4.0,1,1,1,1,1,7.0,4.0,18.0,0,0
3.0,33.0,1.0,1.0,0,0,0,0,1,5.0,5.0,8.0,1,0
11.5,70.0,6.0,8.0,0,0,0,0,0,5.0,4.0,14.383711086411271,1,1
8.5,56.0,5.0,5.0,0,0,0,0,1,3.0,4.785596879535559,14.383711086411271,1,1
8.7,55.0,5.0,4.0,0,0,0,0,1,7.0,4.785596879535559,14.383711086411271,1,1
7.0,62.0,4.0,5.0,0,0,0,0,0,5.0,4.785596879535559,14.383711086411271,1,1
8.0,100.0,3.803934157259287,3.0,0,0,0,0,1,12.0,4.785596879535559,14.383711086411271,0,1
2.84,33.0,4.0,4.0,1,1,1,1,0,3.0,4.3,14.383711086411271,1,0
6.0,145.0,4.0,4.0,0,0,0,0,0,4.0,4.785596879535559,14.383711086411271,1,0
3.8,53.0,3.0,5.0,1,1,1,1,0,3.0,4.2,14.383711086411271,1,0
12.0,78.0,5.0,4.0,1,1,1,1,0,6.0,4.0,14.383711086411271,1,1
3.78,40.0,5.0,4.0,1,1,1,0,0,3.0,4.0,14.383711086411271,1,0
3.3,30.0,2.0,2.0,1,1,1,1,0,3.0,5.4,14.383711086411271,1,1
11.0,55.0,4.0,4.0,1,1,1,1,0,6.0,5.0,11.0,0,1
5.4,77.0,4.0,4.0,0,0,0,0,0,2.5,4.785596879535559,14.383711086411271,1,1
3.9,56.0,1.0,2.0,0,0,0,0,0,3.0,3.45,7.9,0,1
5.5,60.0,3.803934157259287,3.9819748527213576,0,0,0,0,0,10.0,4.2,14.0,0,1
3.55,64.0,2.0,2.0,1,1,0,1,0,7.0,4.0,16.0,0,0
3.38,33.0,5.0,4.0,1,1,1,1,0,2.5,4.0,9.0,1,1
3.6,40.0,2.0,2.0,1,1,1,1,0,6.0,4.5,9.5,0,1
4.7,75.0,2.0,3.0,1,1,1,1,0,8.0,4.0,18.0,0,1
7.5,46.0,3.0,3.0,1,1,1,1,1,10.0,3.5,14.383711086411271,1,0
3.4,30.0,5.0,3.0,1,1,0,0,0,3.0,3.5,14.383711086411271,1,1
11.5,65.0,5.0,7.0,0,0,0,0,0,5.0,4.5,14.383711086411271,1,1
8.0,50.0,7.0,6.0,0,0,0,0,1,12.0,4.0,14.383711086411271,1,0
5.9,57.0,5.0,4.0,1,1,1,1,0,6.557369732198463,5.0,14.383711086411271,1,0
2.15,32.0,4.0,3.0,0,0,0,0,0,3.0,3.5,9.0,1,0
6.9,59.0,5.0,4.0,1,1,1,1,0,6.0,4.785596879535559,14.383711086411271,1,0
1.7,100.0,2.0,4.0,0,0,0,0,1,10.0,5.0,20.0,0,0
2.03,120.0,3.0,4.0,1,1,1,1,0,6.0,4.0,11.0,0,0
15.5,50.0,8.0,6.0,0,0,0,0,0,8.0,4.785596879535559,14.383711086411271,1,1
11.7,55.0,6.0,7.0,1,1,1,1,1,6.0,5.0,14.383711086411271,1,1
15.3,75.0,5.0,6.0,1,1,1,1,0,10.0,5.0,15.0,1,1
1.2,80.0,1.0,3.0,1,1,1,1,1,20.0,5.0,16.0,0,0
6.4,40.0,2.0,2.0,0,0,0,0,1,5.0,4.785596879535559,14.383711086411271,0,1
6.5,34.0,4.0,3.0,1,1,1,1,0,6.0,3.5,11.0,0,1
44.0,100.0,2.0,5.0,1,1,1,1,1,20.0,4.5,20.0,0,1
15.3,111.0,2.0,2.0,1,1,1,1,0,3.0,6.0,14.383711086411271,1,1
3.27,32.0,4.0,4.0,1,1,1,1,0,2.0,4.0,14.383711086411271,1,1
5.65,50.0,2.0,4.0,1,1,0,1,0,5.0,4.785596879535559,14.383711086411271,0,0
5.0,45.0,4.0,4.0,1,1,1,1,0,3.0,5.0,14.383711086411271,1,1
10.5,105.0,1.0,3.0,1,1,1,1,1,20.0,5.0,21.0,0,1
2.7,40.0,4.0,4.0,1,1,1,0,0,5.0,3.5,14.383711086411271,1,1
8.0,75.0,3.0,4.0,0,0,0,0,1,8.0,4.5,18.0,1,1
7.7,55.0,5.0,5.0,1,1,1,1,0,5.0,4.0,14.0,0,1
2.8,32.0,5.0,4.0,1,1,1,1,0,6.0,5.2,6.2,1,0
5.1,42.0,4.0,4.0,0,0,0,0,0,3.0,7.0,6.0,1,1
14.0,50.0,3.0,3.0,0,0,0,0,1,6.0,4.785596879535559,14.383711086411271,1,1
6.5,25.0,6.0,3.0,1,1,1,1,1,8.0,4.785596879535559,14.383711086411271,1,1
4.35,45.0,4.0,4.0,1,1,1,0,0,3.0,6.3,7.0,1,0
7.8,72.0,4.0,4.0,1,1,1,0,1,8.0,4.0,18.0,0,1
9.5,100.0,5.0,6.0,0,0,0,0,0,10.0,4.785596879535559,14.383711086411271,0,1
4.2,65.0,1.0,2.0,0,0,0,0,0,6.0,5.0,12.0,0,1
34.0,90.0,5.0,6.0,1,1,1,1,1,14.0,4.5,14.383711086411271,1,1
1.68,72.0,2.0,3.0,1,1,1,1,0,4.0,4.0,6.0,0,0
8.0,105.0,6.0,6.0,1,1,1,1,0,5.0,4.785596879535559,14.383711086411271,1,0
23.0,64.0,5.0,6.0,1,1,1,1,1,12.0,4.785596879535559,14.383711086411271,0,1
7.0,55.0,5.0,4.0,1,1,1,1,1,5.0,4.0,14.383711086411271,1,0
4.85,60.0,5.0,7.0,0,0,0,0,0,3.0,6.0,14.383711086411271,1,1
3.2,50.0,2.0,2.0,0,0,0,0,0,7.0,4.0,12.5,0,0
9.95,55.0,3.0,7.0,1,1,1,1,0,9.0,3.6,15.2,0,1
6.5,45.0,6.0,5.0,0,0,0,0,0,3.5,6.0,14.383711086411271,1,1
4.75,40.0,5.0,4.0,1,1,1,1,1,4.0,3.5,13.0,1,0
4.8,45.0,4.0,5.0,0,0,0,0,1,6.0,4.0,14.383711086411271,1,0
6.3,50.0,4.0,3.0,1,1,1,0,0,3.0,5.8,14.383711086411271,1,1
26.8,110.0,6.0,6.0,1,1,1,1,1,8.0,8.0,13.0,1,1
6.8,40.0,5.0,4.0,1,1,1,1,1,9.0,4.0,10.0,1,0
24.8,80.0,7.0,6.0,0,0,0,0,1,12.0,5.0,14.383711086411271,1,1
6.7,62.0,4.0,4.0,0,0,0,0,1,6.0,4.5,15.0,0,0
5.0,40.0,4.0,4.0,0,0,0,0,0,3.0,4.0,10.0,1,1
8.9,78.0,3.0,5.0,0,0,0,0,0,5.0,4.785596879535559,14.383711086411271,0,1
12.95,101.0,3.0,4.0,1,1,1,1,1,12.0,5.0,20.0,0,0
6.5,50.0,5.0,6.0,0,0,0,0,0,3.0,4.0,14.383711086411271,1,1
5.25,35.0,5.0,3.0,0,0,0,0,0,2.0,4.785596879535559,14.383711086411271,1,1
2.0,35.0,5.0,3.0,0,0,0,0,0,3.0,4.785596879535559,14.383711086411271,1,0
27.0,100.0,3.0,6.0,0,0,0,0,1,20.0,4.3,24.0,0,1
17.5,80.0,3.0,4.0,1,1,1,1,1,10.0,7.0,14.383711086411271,1,1
4.2,39.0,5.0,4.0,1,1,1,1,0,2.2,4.5,14.383711086411271,1,0
3.79,37.0,4.0,3.0,1,1,1,0,0,2.0,3.8,10.0,1,1
9.2,45.0,5.0,4.0,0,0,0,0,1,8.0,4.785596879535559,14.383711086411271,1,1
3.5,31.0,5.0,4.0,1,1,1,0,0,4.0,4.0,14.383711086411271,1,1
5.98,56.0,3.0,5.0,1,1,1,1,0,4.5,4.0,14.0,0,1
4.8,45.0,4.0,4.0,1,1,1,1,1,8.0,4.0,11.0,1,0
9.0,75.0,2.0,2.0,1,1,1,1,1,5.0,6.0,14.383711086411271,1,1
8.6,100.0,4.0,5.0,1,1,1,0,0,3.0,5.8,14.383711086411271,1,1
6.7,66.0,1.0,1.0,0,0,0,0,1,6.0,4.0,18.0,0,1
11.0,115.0,1.0,4.0,1,1,1,1,1,15.0,4.5,15.0,0,1
9.3,87.0,5.0,6.0,1,1,1,0,1,15.0,4.0,21.0,1,1
2.5,23.0,1.0,2.0,1,1,1,1,0,2.5,2.7,8.5,0,1
3.1,85.0,2.0,4.0,1,1,1,1,1,8.0,5.0,17.0,0,1
31.9,90.0,7.0,6.0,1,1,1,1,1,10.0,4.785596879535559,14.383711086411271,1,1
14.0,105.0,4.0,4.0,1,1,1,1,1,5.0,4.0,14.383711086411271,1,1
6.0,70.0,4.0,4.0,1,1,1,1,1,7.0,4.785596879535559,14.383711086411271,1,0
6.5,70.0,5.0,6.0,0,0,0,0,0,3.0,5.0,14.0,1,1
6.1,45.0,5.0,6.0,1,1,1,1,0,3.0,4.785596879535559,14.383711086411271,1,1
4.0,50.0,4.0,5.0,1,1,1,0,0,4.0,6.0,8.0,1,1
9.0,90.0,4.0,4.0,1,1,1,1,0,9.0,6.0,16.0,0,1
5.8,50.0,6.0,6.0,1,1,1,1,1,6.0,5.0,14.383711086411271,1,0
8.7,123.0,3.0,4.0,0,0,0,0,1,12.0,4.0,9.0,0,1
4.0,35.0,3.0,2.0,0,0,0,0,1,4.0,4.785596879535559,14.383711086411271,1,0
14.2,86.0,8.0,8.0,1,1,1,1,1,6.0,6.9,14.383711086411271,1,1
5.2,31.0,3.0,3.0,0,0,0,0,1,20.0,4.3,8.0,1,1
4.1,40.0,3.0,4.0,0,0,0,0,0,4.0,4.0,10.0,0,0
4.0,58.0,5.0,4.0,1,1,1,1,0,3.0,4.5,14.383711086411271,1,1
25.0,65.0,6.0,6.0,0,0,0,0,1,20.0,6.0,11.0,1,1
3.85,35.0,5.0,3.0,1,1,1,1,0,4.0,4.0,9.0,1,0
32.0,116.0,3.0,5.0,1,1,1,1,0,8.0,8.3,20.0,0,1
16.85,65.0,6.0,6.0,0,0,0,0,0,10.0,5.3,14.383711086411271,1,1
4.5,50.0,1.0,1.0,1,1,1,1,0,14.0,4.785596879535559,14.383711086411271,1,0
3.6,28.0,2.0,2.0,0,0,0,0,0,6.0,4.785596879535559,14.383711086411271,0,1
5.8,42.0,5.0,3.0,1,1,1,1,1,6.0,4.785596879535559,14.383711086411271,1,1
43.5,110.0,5.0,5.0,0,0,0,0,1,20.0,4.785596879535559,20.0,1,1
12.5,60.0,3.0,3.0,1,1,1,1,0,5.0,4.0,15.0,0,1
3.8,42.0,4.0,5.0,1,1,1,1,0,2.8,4.0,14.383711086411271,1,1
5.569,65.0,4.0,4.0,1,1,1,1,1,5.0,6.0,11.0,1,1
8.25,73.0,4.0,4.0,0,0,0,0,0,4.0,4.785596879535559,14.383711086411271,1,1
5.2,40.0,5.0,4.0,0,0,0,0,0,5.0,3.5,12.0,0,1
20.2,81.0,7.0,10.0,1,1,1,1,0,3.0,6.0,14.0,1,1
15.8,45.0,6.0,5.0,0,0,0,0,1,7.0,4.785596879535559,14.383711086411271,1,1
4.0,40.0,4.0,3.0,0,0,0,0,0,3.0,4.0,14.383711086411271,1,0
2.75,32.0,5.0,6.0,1,1,1,0,0,3.0,4.0,14.383711086411271,1,1
5.9,40.0,5.0,6.0,1,1,1,1,0,3.0,4.0,14.383711086411271,1,1
4.3,50.0,5.0,4.0,1,1,1,1,0,4.0,8.0,14.383711086411271,1,1
4.8,30.0,4.0,4.0,1,1,1,0,0,8.0,3.0,10.0,0,1
3.0,36.0,5.0,4.0,1,1,1,0,0,3.0,5.0,7.5,1,1
5.0,25.0,4.0,3.0,0,0,0,0,0,6.0,4.6,5.0,0,1
4.0,48.0,4.0,3.0,1,1,1,1,0,4.0,4.785596879535559,14.383711086411271,1,1
5.8,120.0,3.803934157259287,2.0,1,1,0,1,1,12.0,4.0,30.0,0,0
5.0,54.0,5.0,7.0,0,1,1,0,0,2.0,4.785596879535559,14.383711086411271,1,1
7.3,70.0,5.0,5.0,0,0,0,0,1,4.0,7.0,14.383711086411271,1,0
3.85,45.0,5.0,3.0,1,1,1,1,0,5.0,5.0,14.383711086411271,1,1
3.8,52.0,5.0,6.0,1,1,1,0,0,3.0,4.2,14.383711086411271,1,1
18.0,95.0,6.0,3.9819748527213576,0,0,0,0,1,5.0,5.0,14.383711086411271,1,1
6.9,50.0,5.0,5.0,0,0,0,0,1,3.0,4.0,14.383711086411271,1,1
3.55,37.0,7.0,5.0,1,1,1,1,0,6.0,5.0,7.0,1,1
16.8,100.0,4.0,5.0,0,0,0,0,0,8.0,5.0,20.0,0,1
5.7,34.0,5.0,3.0,0,0,0,0,0,5.0,3.5,9.0,1,1
